file,section_type,json_path,setting,spanish_default,english_translation,status
templates/product.stressbiotic.json,main-product,sections.main.blocks.tab_returns.settings,content,"<p>Ofrecemos una garantía de satisfacción de 30 días. Si no quedas conforme, contáctanos para un reembolso completo.</p>","<p>We offer a 30-day satisfaction guarantee. If you're not happy, contact us for a full refund.</p>",translated
templates/product.stressbiotic.json,main-product,sections.main.blocks.share.settings,share_label,Compartir,Share,translated
templates/product.stressbiotic.json,fgp-product-benefits,sections.fgp_ingredients.settings,heading,Formulado con los mejores ingredientes,Formulated with the Best Ingredients,translated
templates/product.stressbiotic.json,fgp-product-benefits,sections.fgp_ingredients.blocks.ing_1.settings,label,Postbióticos psicobióticos,Psychobiotic Postbiotics,translated
templates/product.stressbiotic.json,fgp-product-benefits,sections.fgp_ingredients.blocks.ing_1.settings,sublabel,Modula el eje intestino-cerebro,Modulates gut brain axis,translated
templates/product.stressbiotic.json,fgp-product-benefits,sections.fgp_ingredients.blocks.ing_2.settings,label,Prebiótico de bacteriófagos,Bateriophage Prebiotic,translated
templates/product.stressbiotic.json,fgp-product-benefits,sections.fgp_ingredients.blocks.ing_2.settings,sublabel,Apoya la salud intestinal,Supports gut health,translated
templates/product.stressbiotic.json,fgp-product-benefits,sections.fgp_ingredients.blocks.ing_3.settings,label,Ashwagandha,Ashwaganda,translated
templates/product.stressbiotic.json,fgp-product-benefits,sections.fgp_ingredients.blocks.ing_3.settings,sublabel,Adaptógeno. Regula el estrés,Adaptogen. Regulates stress,translated
templates/product.stressbiotic.json,fgp-product-benefits,sections.fgp_ingredients.blocks.ing_4.settings,label,Mezcla de enzimas,Enzyme Blend,translated
templates/product.stressbiotic.json,fgp-product-benefits,sections.fgp_ingredients.blocks.ing_4.settings,sublabel,"Amplio espectro para la digestión de carbohidratos, grasas y proteínas",Broad spectrum for carbohydrate fat and protein digestion,translated
templates/product.stressbiotic.json,related-products,sections.related-products.settings,heading,También te puede gustar,You may also like,translated
templates/product.stressbiotic.json,fgp-benefits-banner,sections.fgp_benefits_banner.settings,heading,"Tu camino hacia el bienestar, el manejo del estrés, la salud mental y la adaptabilidad","Your journey to wellness, stress, mental health, and adaptability",translated
templates/product.stressbiotic.json,fgp-benefits-banner,sections.fgp_benefits_banner.settings,subtext,"Apoyo para tu conexión intestino-cerebro: un psicobiótico de origen vegetal formulado para reducir el estrés, mejorar el sueño y favorecer la salud digestiva.","Your gut-brain connection supported — a plant-based psychobiotic formulated to reduce stress, improve sleep, and support digestive health.",translated
templates/product.stressbiotic.json,fgp-benefits-banner,sections.fgp_benefits_banner.blocks.ben_1.settings,label,Mejora el sueño,Improves sleep,translated
templates/product.stressbiotic.json,fgp-benefits-banner,sections.fgp_benefits_banner.blocks.ben_2.settings,label,Reduce el estrés,Reduce Stress,translated
templates/product.stressbiotic.json,fgp-benefits-banner,sections.fgp_benefits_banner.blocks.ben_3.settings,label,Apoya la salud intestinal,Supports Gut Health,translated
templates/product.stressbiotic.json,fgp-benefits-banner,sections.fgp_benefits_banner.blocks.ben_4.settings,label,Adaptógeno y psicobiótico,Adaptogen and Psychobiotic,translated
templates/product.stressbiotic.json,fgp-benefits-banner,sections.fgp_benefits_banner.blocks.ben_5.settings,label,Apoya a pacientes con SII,Supports IBS Patients,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.settings,eyebrow,NOTA LA DIFERENCIA,SEE THE DIFFERENCE,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.settings,heading,Cómo se compara Stressbiotic®,How Stressbiotic® Compares,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.settings,col_feature,Característica,Feature,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.settings,col_ours,Stressbiotic®,Stressbiotic®,identical
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.settings,col_other,Otros productos,Other Products,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_1.settings,feature,Enzimas digestivas,Digestive Enzymes,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_1.settings,our_value,Stressbiotic®,Stressbiotic®,identical
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_1.settings,other_value,Enzimas digestivas,Digestive Enzymes,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_2.settings,feature,Cepas probióticas,Probiotic Strains,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_2.settings,our_value,5 cepas,5 Strains,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_3.settings,feature,Prebióticos,Prebiotics,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_4.settings,feature,Postbióticos,Postbiotics,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_5.settings,feature,Adaptógeno,Adaptogen,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_6.settings,feature,Ingredientes patentados,Patented Ingredients,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_6.settings,our_value,3 incluidos,3 Included,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_6.settings,other_value,No incluye patentes,Does not include patents,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_7.settings,feature,Acción sobre estrés y sueño,Stress + sleep actions,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_7.settings,our_value,De alta proliferación,Upto-proliferating,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_7.settings,other_value,Solo cepas para el sueño,Only strains to sleep,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_8.settings,feature,Requiere refrigeración,Refrigeration required,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_8.settings,our_value,No requiere refrigeración,No refrigeration needed,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_8.settings,other_value,No requiere refrigeración,No refrigeration needed,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_9.settings,feature,Porción / Duración,Serving / Supply,translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_9.settings,our_value,"2 cápsulas/día, 30 porciones","2 caps/day, 30 servings",translated
templates/product.stressbiotic.json,fgp-comparison-table,sections.fgp_comparison_table.blocks.row_9.settings,other_value,1 a 3 cápsulas al día,1 to 3 capsules a day,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.settings,eyebrow,ENCUENTRA TU FÓRMULA,FIND YOUR FIT,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.settings,heading,¿Stressbiotic® es para ti?,Is Stressbiotic® For You?,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_1.settings,for_label,PARA,FOR,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_1.settings,title,Profesionales y ejecutivos,Business people,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_1.settings,description,Stressbiotic actúa sobre el eje intestino-cerebro para que el rendimiento no cueste tu salud intestinal.,Stressbiotic addresses the gut-brain axis so performance doesn't come at the cost of gut health.,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_1.settings,tags,"Apoyo al cortisol, concentración","Cortisol support, Focus",translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_2.settings,for_label,PARA,FOR,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_2.settings,title,Pacientes con SII,IBS patients,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_2.settings,description,Cepas clínicamente estudiadas que calman el intestino y alivian los síntomas del SII día a día.,Clinically studied strains that soothe the gut and ease IBS symptoms day by day.,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_2.settings,tags,"Salud intestinal, microbiota","Gut health, Microbiome",translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_3.settings,for_label,PARA,FOR,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_3.settings,title,Personas con mucho estrés,Very stressed people,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_3.settings,description,Los adaptógenos y psicobióticos trabajan juntos para calmar tu sistema nervioso desde adentro.,Adaptogens and psychobiotics work together to calm your nervous system from within.,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_3.settings,tags,"Alivio del estrés, adaptógeno","Stress relief, Adaptogen",translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_4.settings,for_label,PARA,FOR,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_4.settings,title,Personas con problemas de sueño,Sleep-troubled people,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_4.settings,description,Formulado con cepas vinculadas clínicamente a una mejor calidad y duración del sueño.,Formulated with strains clinically linked to improved sleep quality and duration.,translated
templates/product.stressbiotic.json,fgp-for-you,sections.fgp_for_you.blocks.p_4.settings,tags,"Sueño, recuperación","Sleep, Recovery",translated
templates/product.stressbiotic.json,fgp-products-grid,sections.fgp_products_grid.settings,heading,Los nuevos mejores amigos de tu intestino,Your Gut's New Best Friends,translated
templates/product.stressbiotic.json,fgp-products-grid,sections.fgp_products_grid.settings,cta_label,Comprar ahora,Shop Now,translated
templates/product.stressbiotic.json,fgp-products-grid,sections.fgp_products_grid.blocks.prod_1.settings,eyebrow,ENZIMAS DIGESTIVAS,DIGESTIVE ENZYMES,translated
templates/product.stressbiotic.json,fgp-products-grid,sections.fgp_products_grid.blocks.prod_1.settings,placeholder_title,Nombre del producto,Product name,translated
templates/product.stressbiotic.json,fgp-products-grid,sections.fgp_products_grid.blocks.prod_1.settings,cta_label,Comprar ahora,Shop Now,translated
templates/product.stressbiotic.json,fgp-products-grid,sections.fgp_products_grid.blocks.prod_2.settings,eyebrow,ENZIMAS DIGESTIVAS,DIGESTIVE ENZYMES,translated
templates/product.stressbiotic.json,fgp-products-grid,sections.fgp_products_grid.blocks.prod_2.settings,placeholder_title,Nombre del producto,Product name,translated
templates/product.stressbiotic.json,fgp-products-grid,sections.fgp_products_grid.blocks.prod_2.settings,cta_label,Comprar ahora,Shop Now,translated
templates/product.stressbiotic.json,fgp-products-grid,sections.fgp_products_grid.blocks.prod_3.settings,eyebrow,ENZIMAS DIGESTIVAS,DIGESTIVE ENZYMES,translated
templates/product.stressbiotic.json,fgp-products-grid,sections.fgp_products_grid.blocks.prod_3.settings,placeholder_title,Nombre del producto,Product name,translated
templates/product.stressbiotic.json,fgp-products-grid,sections.fgp_products_grid.blocks.prod_3.settings,cta_label,Comprar ahora,Shop Now,translated
templates/product.stressbiotic.json,fgp-video,sections.fgp_video.settings,alt,Feel Good Pharma — video de estilo de vida Stressbiotic,Feel Good Pharma — Stressbiotic lifestyle video,translated
templates/product.stressbiotic.json,fgp-product-faq,sections.fgp_product_faq.settings,eyebrow,¿TIENES PREGUNTAS?,YOU'VE GOT QUESTIONS?,translated
templates/product.stressbiotic.json,fgp-product-faq,sections.fgp_product_faq.settings,heading,Tenemos las respuestas,We've Got Answers,translated
templates/product.stressbiotic.json,fgp-product-faq,sections.fgp_product_faq.blocks.faq_1.settings,question,¿Cuál es la dosis recomendada?,What is the recommended dosage?,translated
templates/product.stressbiotic.json,fgp-product-faq,sections.fgp_product_faq.blocks.faq_1.settings,answer,"<p>Toma 2 cápsulas una vez al día, preferiblemente con una comida.</p>","<p>Take 2 capsules once a day, preferably with a meal.</p>",translated
templates/product.stressbiotic.json,fgp-product-faq,sections.fgp_product_faq.blocks.faq_2.settings,question,¿Cuánto tarda en verse resultados?,How long before I see results?,translated
templates/product.stressbiotic.json,fgp-product-faq,sections.fgp_product_faq.blocks.faq_2.settings,answer,<p>La mayoría de los clientes nota mejoras entre 2 y 4 semanas de uso diario constante.</p>,<p>Most customers notice improvements within 2–4 weeks of consistent daily use.</p>,translated
templates/product.stressbiotic.json,fgp-product-faq,sections.fgp_product_faq.blocks.faq_3.settings,question,¿Es seguro para uso prolongado?,Is it safe for long-term use?,translated
templates/product.stressbiotic.json,fgp-product-faq,sections.fgp_product_faq.blocks.faq_3.settings,answer,"<p>Sí. Stressbiotic está formulado con ingredientes naturales y seguros, diseñados para uso diario y prolongado.</p>","<p>Yes. Stressbiotic is formulated with safe, natural ingredients designed for daily, long-term use.</p>",translated
templates/product.stressbiotic.json,fgp-product-faq,sections.fgp_product_faq.blocks.faq_4.settings,question,¿Necesita refrigeración?,Does it need refrigeration?,translated
templates/product.stressbiotic.json,fgp-product-faq,sections.fgp_product_faq.blocks.faq_4.settings,answer,"<p>No. Consérvalo en un lugar fresco y seco, lejos de la luz solar directa.</p>","<p>No. Store in a cool, dry place away from direct sunlight.</p>",translated
templates/product.stressbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials.settings,eyebrow,RESPALDADO POR PROFESIONALES,TRUSTED BY PROFESSIONALS,translated
templates/product.stressbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials.settings,heading,Recomendado por médicos,Recommended by Doctors,translated
templates/product.stressbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials.blocks.doc_1.settings,name,Dr. Nombre Apellido,Dr. Name Lastname,translated
templates/product.stressbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials.blocks.doc_1.settings,specialty,Gastroenterólogo,Gastroenterologist,translated
templates/product.stressbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials.blocks.doc_1.settings,quote,Recomiendo Stressbiotic a mis pacientes por su formulación completa y respaldada científicamente.,I recommend Stressbiotic to my patients for its complete and scientifically backed formulation.,translated
templates/product.stressbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials.blocks.doc_2.settings,name,Dr. Nombre Apellido,Dr. Name Lastname,translated
templates/product.stressbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials.blocks.doc_2.settings,specialty,Medicina interna,Internal Medicine,translated
templates/product.stressbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials.blocks.doc_2.settings,quote,"Un producto confiable, con etiquetado transparente de ingredientes y resultados clínicos comprobados.",A trusted product with transparent ingredient labeling and proven clinical results.,translated
templates/product.stressbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials.blocks.doc_3.settings,name,Dr. Nombre Apellido,Dr. Name Lastname,translated
templates/product.stressbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials.blocks.doc_3.settings,specialty,Nutricionista,Nutritionist,translated
templates/product.stressbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials.blocks.doc_3.settings,quote,La combinación de adaptógenos y psicobióticos es justo lo que necesitan mis pacientes con estrés.,The combination of adaptogens and psychobiotics is exactly what my stressed patients need.,translated
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.settings,eyebrow,LO QUE DICEN NUESTROS CLIENTES,WHAT OUR CUSTOMERS SAY,translated
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.settings,heading,Preferido por los clientes,Loved by Customers,translated
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.blocks.rev_1.settings,review,Llevo 6 semanas usando Stressbiotic y mis niveles de estrés han bajado notablemente. ¡Ahora duermo mucho mejor!,I've been using Stressbiotic for 6 weeks and my stress levels have dropped noticeably. I sleep so much better now!,translated
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.blocks.rev_1.settings,name,Valeria Muñoz,Valeria Muñoz,identical
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.blocks.rev_1.settings,location,"San José, Costa Rica","San José, Costa Rica",identical
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.blocks.rev_2.settings,review,Muy buen sabor,Great Flavors,translated
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.blocks.rev_2.settings,name,Diana Torres,Diana Torres,identical
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.blocks.rev_2.settings,location,"Alajuela, Costa Rica","Alajuela, Costa Rica",identical
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.blocks.rev_3.settings,review,Fácil de usar,Easy to Use,translated
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.blocks.rev_3.settings,name,Sofía López,Sofía López,identical
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.blocks.rev_3.settings,location,"Heredia, Costa Rica","Heredia, Costa Rica",identical
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.blocks.rev_4.settings,review,El mejor probiótico,Best Probiotic,translated
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.blocks.rev_4.settings,name,Marco Rodríguez,Marco Rodríguez,identical
templates/product.stressbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews.blocks.rev_4.settings,location,"Cartago, Costa Rica","Cartago, Costa Rica",identical
templates/product.synbiotic.json,main-product,sections.main.blocks.vendor.settings,text,{{ product.vendor }},{{ product.vendor }},identical
templates/product.synbiotic.json,main-product,sections.main.blocks.tab_dosage.settings,heading,Dosis,Dosage,translated
templates/product.synbiotic.json,main-product,sections.main.blocks.tab_dosage.settings,content,<p>Toma 2 cápsulas con el desayuno y 2 cápsulas con el almuerzo o la cena.</p>,<p>Take 2 capsules with breakfast and 2 capsules with lunch or dinner.</p>,translated
templates/product.synbiotic.json,main-product,sections.main.blocks.tab_shipping.settings,heading,Envíos,Shipping,translated
templates/product.synbiotic.json,main-product,sections.main.blocks.tab_shipping.settings,content,<p>Envío gratis en pedidos superiores a $50. Entrega estándar de 3 a 5 días hábiles.</p>,<p>Free shipping on orders over $50. Standard delivery 3–5 business days.</p>,translated
templates/product.synbiotic.json,main-product,sections.main.blocks.tab_returns.settings,heading,Política de devoluciones,Return policy,translated
templates/product.synbiotic.json,main-product,sections.main.blocks.tab_returns.settings,content,"<p>Ofrecemos una garantía de satisfacción de 30 días. Si no quedas conforme, contáctanos para un reembolso completo.</p>","<p>We offer a 30-day satisfaction guarantee. If you're not happy, contact us for a full refund.</p>",translated
templates/product.synbiotic.json,main-product,sections.main.blocks.share.settings,share_label,Compartir,Share,translated
templates/product.synbiotic.json,fgp-icon-strip,sections.fgp_icon_strip_NKaMTe.settings,aria_label,Beneficios del producto,Product benefits,translated
templates/product.synbiotic.json,fgp-icon-strip,sections.fgp_icon_strip_NKaMTe.blocks.item_3XyLHk.settings,label,Probióticos a base de esporas,Spore based probiotics,translated
templates/product.synbiotic.json,fgp-icon-strip,sections.fgp_icon_strip_NKaMTe.blocks.item_EXGYem.settings,label,Ingredientes de origen vegetal,Plant Based ingredients,translated
templates/product.synbiotic.json,fgp-icon-strip,sections.fgp_icon_strip_NKaMTe.blocks.item_QkGjVX.settings,label,Repone bacterias beneficiosas®,Replenishes Beneficial Bacteria®,translated
templates/product.synbiotic.json,fgp-icon-strip,sections.fgp_icon_strip_NKaMTe.blocks.item_jhTLfw.settings,label,Fortalece la barrera intestinal®,Strengthens Gut Barrier®,translated
templates/product.synbiotic.json,fgp-icon-strip,sections.fgp_icon_strip_NKaMTe.blocks.item_tBdjmK.settings,label,Mejora la absorción de nutrientes®,Improves Nutrient Absorption®,translated
templates/product.synbiotic.json,fgp-icon-strip,sections.fgp_icon_strip_NKaMTe.blocks.item_67d8Mk.settings,label,Sin OGM,Non GMO,translated
templates/product.synbiotic.json,fgp-synbiotic-spotlight,sections.fgp_synbiotic_spotlight_aNxgHJ.settings,eyebrow,ENZIMAS DIGESTIVAS,DIGESTIVE ENZYMES,translated
templates/product.synbiotic.json,fgp-synbiotic-spotlight,sections.fgp_synbiotic_spotlight_aNxgHJ.settings,title,SYNBIOTIC+,SYNBIOTIC+,identical
templates/product.synbiotic.json,fgp-synbiotic-spotlight,sections.fgp_synbiotic_spotlight_aNxgHJ.settings,sublabel,BIÓTICOS,BIOTICS,translated
templates/product.synbiotic.json,fgp-synbiotic-spotlight,sections.fgp_synbiotic_spotlight_aNxgHJ.settings,enzyme_label,18 ENZIMAS DIGESTIVAS,18 DIGESTIVEENZYMES,translated
templates/product.synbiotic.json,fgp-synbiotic-spotlight,sections.fgp_synbiotic_spotlight_aNxgHJ.settings,bottle_alt,Frasco Synbiotic+,Synbiotic+ bottle,translated
templates/product.synbiotic.json,fgp-synbiotic-spotlight,sections.fgp_synbiotic_spotlight_aNxgHJ.settings,dosage_line1,2 cápsulas,2 capsules,translated
templates/product.synbiotic.json,fgp-synbiotic-spotlight,sections.fgp_synbiotic_spotlight_aNxgHJ.settings,dosage_line2,2 veces al día,2 times a day,translated
templates/product.synbiotic.json,fgp-synbiotic-spotlight,sections.fgp_synbiotic_spotlight_aNxgHJ.settings,dosage_sub,con las comidas principales,with the main meals,translated
templates/product.synbiotic.json,fgp-synbiotic-spotlight,sections.fgp_synbiotic_spotlight_aNxgHJ.settings,note,No requiere refrigeración,No refrigeration required,translated
templates/product.synbiotic.json,fgp-synbiotic-spotlight,sections.fgp_synbiotic_spotlight_aNxgHJ.blocks.badge_XmWhhj.settings,label,PRE,PRE,identical
templates/product.synbiotic.json,fgp-synbiotic-spotlight,sections.fgp_synbiotic_spotlight_aNxgHJ.blocks.badge_rPLQiY.settings,label,PRO,PRO,identical
templates/product.synbiotic.json,fgp-synbiotic-spotlight,sections.fgp_synbiotic_spotlight_aNxgHJ.blocks.badge_MUQziH.settings,label,POST,POST,identical
templates/product.synbiotic.json,fgp-origin-card,sections.fgp_origin_card_nMkFRa.settings,heading,Formulado en Costa Rica,Formulated in Costa Rica,translated
templates/product.synbiotic.json,fgp-origin-card,sections.fgp_origin_card_nMkFRa.settings,body,<p>Fabricado en Estados Unidos en instalaciones con estándares de la FDA y con materias primas bajo normas GMP.</p>,<p>Manufactured in United States in facilities with FDA standards with source materials from GMP.</p>,translated
templates/product.synbiotic.json,fgp-origin-card,sections.fgp_origin_card_nMkFRa.settings,cta_label,Explorar ingredientes,Explore Ingredients,translated
templates/product.synbiotic.json,fgp-origin-card,sections.fgp_origin_card_nMkFRa.blocks.cert_logo_9i9QdL.settings,logo_alt,Probiótico DE111,DE111 Probiotic,translated
templates/product.synbiotic.json,fgp-origin-card,sections.fgp_origin_card_nMkFRa.blocks.cert_logo_kFiMbT.settings,logo_alt,FDA,FDA,identical
templates/product.synbiotic.json,fgp-origin-card,sections.fgp_origin_card_nMkFRa.blocks.cert_logo_kYTAjP.settings,logo_alt,GMP,GMP,identical
templates/product.synbiotic.json,fgp-origin-card,sections.fgp_origin_card_nMkFRa.blocks.cert_logo_bCWzEb.settings,logo_alt,Hecho en EE. UU.,Made in USA,translated
templates/product.synbiotic.json,fgp-how-it-works,sections.fgp_how_it_works_syn.settings,eyebrow,LA CIENCIA,THE SCIENCE,translated
templates/product.synbiotic.json,fgp-how-it-works,sections.fgp_how_it_works_syn.settings,heading,¿Cómo funcionan nuestras formulaciones?,How do our formulations work?,translated
templates/product.synbiotic.json,fgp-how-it-works,sections.fgp_how_it_works_syn.settings,cta_label,Ver todos los ingredientes,View all ingredients,translated
templates/product.synbiotic.json,fgp-how-it-works,sections.fgp_how_it_works_syn.blocks.step_1.settings,title,Los prebióticos alimentan las bacterias buenas,Prebiotics feed good bacteria,translated
templates/product.synbiotic.json,fgp-how-it-works,sections.fgp_how_it_works_syn.blocks.step_1.settings,description,"Las fibras prebióticas sirven de alimento para las bacterias beneficiosas, ayudándolas a prosperar y multiplicarse en tu intestino.","Prebiotic fibers serve as food for beneficial bacteria, helping them thrive and multiply in your gut.",translated
templates/product.synbiotic.json,fgp-how-it-works,sections.fgp_how_it_works_syn.blocks.step_2.settings,title,Los probióticos repueblan la microbiota,Probiotics replenish the microbiome,translated
templates/product.synbiotic.json,fgp-how-it-works,sections.fgp_how_it_works_syn.blocks.step_2.settings,description,"Las cepas probióticas vivas colonizan el intestino y restauran el equilibrio microbiano, apoyando la digestión y la inmunidad.","Live probiotic strains colonize the gut and restore microbial balance, supporting digestion and immunity.",translated
templates/product.synbiotic.json,fgp-how-it-works,sections.fgp_how_it_works_syn.blocks.step_3.settings,title,Los postbióticos fortalecen la barrera intestinal,Postbiotics strengthen the gut barrier,translated
templates/product.synbiotic.json,fgp-how-it-works,sections.fgp_how_it_works_syn.blocks.step_3.settings,description,"Los compuestos postbióticos refuerzan el revestimiento intestinal, reduciendo la inflamación y mejorando la absorción de nutrientes.","Postbiotic compounds reinforce the intestinal lining, reducing inflammation and improving nutrient absorption.",translated
templates/product.synbiotic.json,fgp-how-it-works,sections.fgp_how_it_works_syn.blocks.step_4.settings,title,Las enzimas mejoran la digestión,Enzymes improve digestion,translated
templates/product.synbiotic.json,fgp-how-it-works,sections.fgp_how_it_works_syn.blocks.step_4.settings,description,"18 enzimas digestivas de amplio espectro descomponen proteínas, grasas y carbohidratos de forma eficiente, reduciendo la hinchazón.","18 broad-spectrum digestive enzymes break down proteins, fats, and carbohydrates efficiently, reducing bloating.",translated
templates/product.synbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_syn.settings,eyebrow,RESPALDADO POR PROFESIONALES,TRUSTED BY PROFESSIONALS,translated
templates/product.synbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_syn.settings,heading,Recomendado por médicos,Recommended by Doctors,translated
templates/product.synbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_syn.blocks.doc_1.settings,name,Dr. Nombre Apellido,Dr. Name Lastname,translated
templates/product.synbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_syn.blocks.doc_1.settings,specialty,Gastroenterólogo,Gastroenterologist,translated
templates/product.synbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_syn.blocks.doc_1.settings,quote,Recomiendo SYNBIOTIC+ a mis pacientes por su formulación completa y respaldada científicamente.,I recommend SYNBIOTIC+ to my patients for its complete and scientifically backed formulation.,translated
templates/product.synbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_syn.blocks.doc_2.settings,name,Dr. Nombre Apellido,Dr. Name Lastname,translated
templates/product.synbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_syn.blocks.doc_2.settings,specialty,Medicina interna,Internal Medicine,translated
templates/product.synbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_syn.blocks.doc_2.settings,quote,"Un producto confiable, con etiquetado transparente de ingredientes y resultados clínicos comprobados.",A trusted product with transparent ingredient labeling and proven clinical results.,translated
templates/product.synbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_syn.blocks.doc_3.settings,name,Dr. Nombre Apellido,Dr. Name Lastname,translated
templates/product.synbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_syn.blocks.doc_3.settings,specialty,Nutricionista,Nutritionist,translated
